datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek
2021-03-16,Comirnaty,CZ080,Moravskoslezský kraj,75-79,864,8
2021-03-16,Comirnaty,CZ080,Moravskoslezský kraj,80+,307,545
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,18-24,19,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,25-29,18,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,30-34,23,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,35-39,38,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,40-44,47,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,45-49,57,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,50-54,28,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,55-59,40,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,60-64,43,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,65-69,52,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,70-74,288,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,75-79,396,0
2021-03-16,COVID-19 Vaccine Moderna,CZ010,Hlavní město Praha,80+,65,0
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,18-24,10,1
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,25-29,15,2
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,30-34,17,2
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,35-39,14,2
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,40-44,17,4
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,45-49,31,3
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,50-54,24,4
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,55-59,32,8
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,60-64,22,15
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,65-69,15,15
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,70-74,12,19
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,75-79,49,8
2021-03-16,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,80+,25,276
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,18-24,32,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,25-29,66,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,30-34,106,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,35-39,138,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,40-44,304,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,45-49,336,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,50-54,401,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,55-59,71,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,60-64,46,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,65-69,19,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,70-74,54,1
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,75-79,390,0
2021-03-16,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,80+,82,4
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,18-24,6,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,25-29,1,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,30-34,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,35-39,15,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,40-44,24,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,45-49,22,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,50-54,17,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,55-59,8,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,60-64,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,65-69,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,70-74,315,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,75-79,135,0
2021-03-16,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,80+,20,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,25-29,0,1
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,30-34,1,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,35-39,0,3
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,40-44,0,1
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,45-49,2,6
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,50-54,4,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,55-59,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,60-64,4,2
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,65-69,4,2
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,70-74,108,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,75-79,8,0
2021-03-16,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,80+,0,36
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,18-24,8,1
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,25-29,12,1
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,30-34,13,3
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,35-39,16,3
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,40-44,21,9
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,45-49,33,14
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,50-54,29,6
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,55-59,31,8
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,60-64,51,7
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,65-69,30,11
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,70-74,174,27
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,75-79,231,29
2021-03-16,COVID-19 Vaccine Moderna,CZ042,Ústecký kraj,80+,97,168
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,18-24,0,3
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,25-29,1,2
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,30-34,2,4
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,35-39,3,3
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,40-44,6,10
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,45-49,2,11
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,50-54,4,17
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,55-59,10,12
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,60-64,12,11
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,65-69,29,17
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,70-74,25,38
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,75-79,22,47
2021-03-16,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,80+,42,94
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,30-34,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,35-39,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,40-44,4,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,45-49,6,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,50-54,6,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,55-59,4,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,60-64,15,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,65-69,38,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,70-74,29,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,75-79,14,0
2021-03-16,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,80+,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,18-24,2,5
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,25-29,10,2
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,30-34,7,5
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,35-39,17,7
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,40-44,21,13
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,45-49,33,12
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,50-54,26,13
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,55-59,19,18
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,60-64,15,9
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,65-69,8,11
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,70-74,112,10
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,75-79,61,21
2021-03-16,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,80+,15,91
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,25-29,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,30-34,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,35-39,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,40-44,153,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,45-49,28,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,50-54,17,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,55-59,8,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,60-64,10,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,65-69,11,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,70-74,113,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,75-79,128,0
2021-03-16,COVID-19 Vaccine Moderna,CZ063,Kraj Vysočina,80+,41,0
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,18-24,21,24
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,25-29,24,27
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,30-34,27,26
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,35-39,26,24
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,40-44,42,34
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,45-49,40,24
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,50-54,32,16
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,55-59,31,33
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,60-64,13,15
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,65-69,5,17
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,70-74,14,8
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,75-79,6,8
2021-03-16,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,80+,4,16
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,18-24,2,0
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,25-29,0,1
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,30-34,0,1
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,35-39,0,2
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,40-44,4,13
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,45-49,5,13
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,50-54,1,16
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,55-59,3,8
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,60-64,3,14
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,65-69,2,4
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,70-74,88,6
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,75-79,9,7
2021-03-16,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,80+,5,227
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,30-34,1,0
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,35-39,2,1
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,40-44,3,0
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,45-49,3,1
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,50-54,0,1
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,60-64,1,2
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,65-69,0,11
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,70-74,7,19
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,75-79,0,19
2021-03-16,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,80+,1,54
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,18-24,16,3
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,25-29,26,0
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,30-34,25,3
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,35-39,39,9
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,40-44,61,10
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,45-49,91,11
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,50-54,75,16
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,55-59,81,13
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,60-64,36,9
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,65-69,28,6
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,70-74,11,11
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,75-79,18,10
2021-03-16,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,80+,36,51
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,18-24,3,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,25-29,8,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,30-34,12,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,35-39,14,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,40-44,18,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,45-49,41,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,50-54,37,1
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,55-59,45,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,60-64,53,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,65-69,128,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,70-74,365,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,75-79,326,0
2021-03-16,VAXZEVRIA,CZ010,Hlavní město Praha,80+,102,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,18-24,2,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,30-34,2,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,35-39,2,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,40-44,2,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,45-49,5,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,50-54,9,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,55-59,5,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,60-64,5,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,65-69,27,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,70-74,251,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,75-79,168,0
2021-03-16,VAXZEVRIA,CZ020,Středočeský kraj,80+,46,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,18-24,24,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,25-29,19,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,30-34,5,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,35-39,7,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,40-44,8,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,45-49,6,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,50-54,1,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,55-59,2,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,60-64,11,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,65-69,28,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,70-74,78,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,75-79,82,0
2021-03-16,VAXZEVRIA,CZ031,Jihočeský kraj,80+,129,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,18-24,1,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,25-29,2,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,30-34,1,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,35-39,1,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,40-44,4,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,45-49,8,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,50-54,3,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,55-59,6,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,60-64,16,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,65-69,29,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,70-74,130,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,75-79,118,0
2021-03-16,VAXZEVRIA,CZ032,Plzeňský kraj,80+,53,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,18-24,5,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,25-29,2,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,30-34,6,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,35-39,4,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,40-44,20,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,45-49,34,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,50-54,35,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,55-59,43,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,60-64,52,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,65-69,102,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,70-74,312,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,75-79,181,0
2021-03-16,VAXZEVRIA,CZ041,Karlovarský kraj,80+,82,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,18-24,1,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,25-29,2,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,30-34,6,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,35-39,5,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,40-44,9,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,45-49,15,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,50-54,5,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,55-59,2,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,60-64,1,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,65-69,2,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,70-74,3,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,75-79,4,0
2021-03-16,VAXZEVRIA,CZ042,Ústecký kraj,80+,14,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,18-24,3,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,30-34,2,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,35-39,2,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,40-44,2,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,45-49,4,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,50-54,5,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,55-59,10,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,60-64,5,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,65-69,34,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,70-74,73,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,75-79,66,0
2021-03-16,VAXZEVRIA,CZ051,Liberecký kraj,80+,65,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,18-24,5,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,25-29,3,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,30-34,6,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,35-39,5,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,40-44,6,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,45-49,4,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,50-54,46,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,55-59,81,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,60-64,52,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,65-69,52,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,70-74,174,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,75-79,156,0
2021-03-16,VAXZEVRIA,CZ052,Královéhradecký kraj,80+,71,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,25-29,1,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,30-34,1,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,35-39,1,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,40-44,1,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,45-49,4,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,50-54,4,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,55-59,4,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,60-64,3,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,65-69,28,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,70-74,136,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,75-79,110,0
2021-03-16,VAXZEVRIA,CZ053,Pardubický kraj,80+,67,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,18-24,20,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,25-29,22,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,30-34,19,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,35-39,41,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,40-44,70,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,45-49,67,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,50-54,39,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,55-59,28,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,60-64,15,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,65-69,17,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,70-74,313,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,75-79,128,0
2021-03-16,VAXZEVRIA,CZ063,Kraj Vysočina,80+,73,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,18-24,1,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,25-29,1,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,30-34,1,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,35-39,6,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,40-44,6,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,45-49,12,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,50-54,9,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,55-59,13,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,60-64,34,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,65-69,69,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,70-74,453,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,75-79,367,0
2021-03-16,VAXZEVRIA,CZ064,Jihomoravský kraj,80+,183,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,40-44,2,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,45-49,2,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,55-59,3,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,60-64,11,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,65-69,30,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,70-74,113,0
2021-03-16,VAXZEVRIA,CZ071,Olomoucký kraj,75-79,88,0
